Investigation.Type,Country,Injury.Severity,Amateur.Built,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
1,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,4
2,1,2,0,0,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,4,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,2,0,0
2,0,0,0,2,4,2,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,2,0,0
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,1,0,0
2,1,0,0,2,1,0,0,0
1,1,2,0,2,0,0,0,4
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,2,0
2,0,2,0,2,0,0,0,2
2,1,0,0,2,3,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,2,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,4
2,1,0,0,1,2,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,4,0,0,0
2,1,0,0,1,2,0,0,0
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,0,0,1,3,2,0,0
2,1,2,0,0,0,0,1,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,1,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,0,0,0,2,1,0,0,0
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,4,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,5
2,1,2,0,1,0,0,0,5
2,1,2,0,1,0,5,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,0,0,1,1,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,2,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,0,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,2,2,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,1,1,2,0,0,0
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,2
2,1,2,0,4,0,1,2,12
2,1,2,0,1,0,0,0,4
2,1,0,0,1,2,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,2,0,0,0,5
2,1,2,0,1,0,0,1,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,2,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,1,0,0
2,1,2,0,1,0,0,4,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,1,0,0
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,4,0,0
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,0,1,4,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,0,0,1,4,0,0,0
2,1,0,0,1,1,1,0,0
2,1,2,0,0,0,0,3,2
2,1,0,0,2,5,0,0,0
2,1,0,0,1,4,0,0,0
2,1,0,0,1,3,0,0,0
2,1,2,0,2,0,1,0,3
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,0,0,3,14,26,50,18
2,1,2,0,1,0,0,1,0
1,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,0,0,1,4,0,0,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,2,0,0,3,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,3,0,0,7,61
2,1,2,0,1,0,0,2,0
2,1,2,0,2,0,0,1,13
1,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,1,0
2,1,0,1,1,1,0,0,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,1
1,1,2,0,2,0,0,0,144
2,1,2,0,1,0,2,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,1,1,0,0,1,0
2,0,2,0,1,0,0,1,0
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,3,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,1,0,0
2,1,0,0,1,1,2,0,2
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,0,2,0,0,0,0,0,2
2,1,2,0,1,0,0,3,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,2,1
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,2,2,0
2,1,2,1,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,2,0,2,0,1,1,3
2,1,2,0,1,0,0,1,0
1,1,2,0,2,0,0,0,2
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,2,0,0,0,4
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,2
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,2
2,1,0,0,1,2,2,0,0
2,1,2,1,1,0,2,0,0
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,0,1
2,0,2,0,0,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,2,0
2,1,0,0,1,3,0,0,0
2,1,0,0,1,3,1,0,0
2,1,2,0,1,0,0,1,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,2
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,1,0,0
2,1,0,0,2,1,0,0,0
2,1,2,1,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,3
2,1,2,1,1,0,0,0,1
2,1,0,1,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,4,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
1,1,2,0,2,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,2,1,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,3,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,0,0,2,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,1
1,1,2,0,2,0,0,0,10
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,3
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,2
2,1,0,0,2,4,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,1
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,1,0,0
2,1,0,0,1,1,0,0,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,4
2,1,2,1,1,0,1,0,0
2,1,2,0,1,0,0,1,4
2,1,2,0,0,0,1,0,0
2,1,0,0,1,1,0,0,0
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,1,1,0
2,1,0,0,0,1,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,1,1,0,1,0,0
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,0,0,1,1,2,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,1
2,0,0,0,0,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,0,0,1,4,0,0,0
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,4
2,1,0,0,2,4,0,0,0
2,0,2,0,0,0,0,0,2
2,1,2,0,1,0,0,0,2
2,0,2,0,0,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,2,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,0,0,0,1,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
1,1,2,0,2,0,0,0,2
2,1,0,0,2,1,2,0,0
2,0,2,0,2,0,1,15,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,0,6
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,2,0,0,0,8
2,1,2,0,1,0,0,0,1
2,1,2,1,0,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,0,0,0,0,2
2,1,2,0,1,0,1,1,0
2,1,2,1,1,0,1,1,0
2,1,2,0,1,0,0,0,1
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,2
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,0,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,1,0
2,1,0,0,1,2,1,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,0,0
2,1,2,0,2,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,4,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,2,0
2,1,0,0,1,1,1,0,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
1,1,2,0,2,0,0,6,55
1,1,2,0,2,0,0,0,45
2,1,0,0,1,4,0,0,0
2,1,2,0,2,0,1,0,1
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,2,0
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,2
2,1,2,0,1,0,1,3,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,3,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,4,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,2,0,0
2,1,0,0,1,2,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,2,1
2,1,2,0,1,0,1,0,0
2,1,0,0,1,4,0,0,0
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,0,0,1,2,0,0,0
2,1,0,0,1,2,0,0,0
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
1,0,2,0,4,0,0,0,258
2,1,2,1,1,0,0,1,0
2,1,2,0,2,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,0,4
2,1,0,0,1,1,0,4,0
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,1,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,0,0,2,1,0
2,1,2,0,1,0,0,0,4
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,0,0,2,2,0,0,0
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,0,0,2,1,0,0,0
1,1,2,0,2,0,0,0,24
2,1,2,0,1,0,0,1,1
2,1,2,0,0,0,1,0,0
2,1,0,0,1,2,0,0,0
2,0,0,0,0,2,1,0,0
2,1,2,0,2,0,0,0,2
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,2,2
2,1,2,0,1,0,0,1,1
2,1,0,0,2,2,1,0,0
2,0,0,0,1,1,0,0,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,0,0,1,2,0,0,0
1,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,1,2,1,1,0,1,0,0
1,0,2,0,0,0,0,0,0
2,1,2,0,2,0,0,8,54
1,1,2,0,2,0,0,0,10
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
1,1,2,0,3,0,0,0,83
2,1,2,0,1,0,2,0,0
2,1,2,0,2,0,0,1,0
2,1,0,0,2,2,0,0,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,0
2,0,2,0,0,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,5
2,1,2,0,1,0,0,0,1
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,3,0,0
2,1,0,0,1,1,1,4,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,0,0
2,0,2,0,0,0,0,0,2
2,0,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
2,1,2,0,2,0,0,0,4
2,1,2,1,1,0,0,0,1
2,1,0,0,2,2,0,0,0
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,4
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,2,0,0
2,1,0,0,1,2,0,0,0
2,1,2,1,1,0,0,1,0
1,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,1
2,1,0,0,1,1,0,0,0
2,1,2,1,1,0,1,0,0
2,1,2,0,1,0,0,0,2
2,0,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,0,1,1,2,0,0,0
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,3
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,2,0,0,0,1
1,1,2,0,2,0,0,0,6
2,1,2,0,1,0,0,3,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,1,0,0
1,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,0,1,1,2,0,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,0,0,1,0,0
2,1,0,0,1,1,0,0,2
2,0,2,0,0,0,0,0,1
2,1,2,0,1,0,0,0,4
2,1,2,0,2,0,0,0,12
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,1,1,0,0,1,0
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,1,1,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,0,0,2,3,0,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,3
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,2
2,1,0,0,1,2,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,0,0,2,1,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,0,2,0,0,0,0,1,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,2,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,0,0,1
1,1,2,0,2,0,0,3,20
2,1,0,0,1,2,0,0,0
2,1,2,0,2,0,0,0,4
2,1,2,0,2,0,0,2,2
2,1,2,0,2,0,0,0,3
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,0
2,1,0,0,1,2,0,0,0
2,1,2,0,2,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,1,0,0
2,1,2,0,2,0,0,2,0
2,1,2,0,1,0,0,0,2
2,1,0,0,2,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
1,1,2,0,2,0,0,0,6
2,1,0,0,1,1,0,0,0
2,0,2,0,1,0,0,0,7
2,1,2,0,2,0,0,0,9
2,1,2,0,2,0,0,2,0
2,1,2,0,1,0,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,2,1
2,1,2,0,1,0,4,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,1,2,0,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,2,0,0
2,1,2,0,1,0,0,2,0
2,1,2,1,1,0,0,0,1
2,1,0,0,1,1,0,1,0
2,1,2,0,1,0,0,0,1
2,1,2,0,2,0,0,2,3
2,1,2,0,1,0,0,1,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,2,0,0
2,1,0,0,2,1,0,0,0
2,1,2,0,1,0,0,0,5
2,1,0,0,1,1,0,0,0
2,1,0,0,1,2,0,0,0
2,1,0,1,1,1,0,0,0
2,1,2,0,2,0,0,0,2
2,1,0,0,1,4,1,0,0
2,1,2,0,1,0,0,0,3
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,0,2
2,1,2,0,1,0,0,1,0
2,1,0,0,1,1,0,0,0
1,1,2,0,3,0,0,0,131
2,1,2,0,1,0,1,0,0
2,1,2,0,1,0,0,1,0
2,1,0,0,1,1,1,0,0
2,1,2,0,1,0,0,0,1
2,1,0,0,2,8,0,0,0
2,0,2,0,2,0,0,0,2
2,1,0,0,1,1,0,0,0
2,1,2,0,2,0,0,0,2
2,1,0,0,1,1,0,0,0
2,0,2,0,1,0,1,0,0
2,1,0,0,1,1,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,1,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,0,0
2,1,2,0,2,0,0,0,2
2,1,0,0,1,3,0,0,0
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,0,0,1
2,1,2,0,1,0,1,0,0
